seqID	BLAST_segment	HMMER_segment	GenBank_segment
GU183230	6	-	NULL
GU183231	4	-	NULL
GU183232	3	-	NULL
GU183233	3	-	NULL
GU183234	4	-	NULL
GU183235	1	-	NULL
GU183236	10	-	NULL
GU183237	4	-	NULL
GU183238	4	-	NULL
GU183239	9	-	NULL
GU183240	1	-	NULL
GU183241	6	6	NULL
GU183242	4	6	NULL
GU183243	11	6	NULL
GU183244	11	6	NULL
GU183245	6	6	NULL
GU183246	10	6	NULL
GU183247	6	6	NULL
GU183248	3	6	NULL
GU183249	9	6	NULL
GU183250	3	6	NULL
GU183251	6	6	NULL
GU183252	8	6	NULL
GU183253	3	6	NULL
GU183254	3	6	NULL
GU183255	11	6	NULL
GU188281	8	8	NULL
GU188282	10	10	NULL
GU188283	6	6	NULL
GU188284	9	9	NULL
GU189551	1	1	1
GU189552	2	2	2
GU189553	3	3	3
GU189554	4	4	4
GU189555	5	-	5
GU189556	8	8	8
GU189557	7	7	7
GU189558	10	10	10
GU189559	11	11	11
GU199191	1	1	NULL
GU199192	2	2	NULL
GU199193	3	3	NULL
GU199194	5	-	NULL
GU199195	8	8	NULL
GU199196	7	7	NULL
GU199223	8	8	NULL
GU199224	5	5	NULL
GU199225	3	3	NULL
GU199478	1	1	NULL
GU199479	2	2	NULL
GU199480	3	3	NULL
GU199481	6	6	NULL
GU199482	5	-	NULL
GU199483	8	8	NULL
GU199484	7	7	NULL
GU199485	10	10	NULL
GU199486	11	11	NULL
GU199487	2	2	NULL
GU199488	3	3	NULL
GU199489	8	8	NULL
GU199490	10	10	NULL
GU199491	11	11	NULL
GU199492	1	1	NULL
GU199493	2	2	NULL
GU199494	3	3	NULL
GU199495	4	3	NULL
GU199496	6	6	NULL
GU199497	9	9	NULL
GU199498	5	-	NULL
GU199499	8	8	NULL
GU199500	7	7	NULL
GU199501	10	10	NULL
GU199502	11	11	NULL
GU199503	1	1	NULL
GU199504	2	2	NULL
GU199505	3	3	NULL
GU199506	4	4	NULL
GU199507	6	6	NULL
GU199508	9	9	NULL
GU199509	5	-	NULL
GU199510	8	8	NULL
GU199511	7	7	NULL
GU199512	10	10	NULL
GU199513	11	11	NULL
GU199514	1	1	NULL
GU199515	5	2	NULL
GU199516	2	2	NULL
GU199517	8	8	NULL
GU199518	7	7	NULL
GU199519	2	2	NULL
GU199520	4	3	NULL
GU199521	6	6	NULL
GU199522	5	-	NULL
GU199523	7	7	NULL
GU205762	5	5	NULL
GU226764	3	4	NULL
GU226765	4	4	NULL
GU226768	2	4	NULL
GU226769	3	4	NULL
GU226770	4	4	NULL
GU226771	4	4	NULL
GU226772	1	4	NULL
GU226773	8	-	NULL
GU226774	2	4	NULL
GU226775	5	4	NULL
GU226776	6	4	NULL
GU226777	3	4	NULL
GU226778	3	-	NULL
GU226779	2	4	NULL
GU226781	4	4	NULL
GU226782	2	4	NULL
GU250828	9	9	NULL
GU250829	9	9	NULL
GU259581	9	9	NULL
GU259582	1	9	NULL
GU259583	6	9	NULL
GU259584	9	9	NULL
GU259585	9	9	NULL
GU259586	2	9	NULL
GU259587	2	9	NULL
GU259588	10	9	NULL
GU259589	9	9	NULL
GU259591	11	4	NULL
GU259592	8	4	NULL
GU259593	4	4	NULL
GU259595	3	4	NULL
GU259596	9	-	NULL
GU259597	1	4	NULL
GU259598	3	-	NULL
GU259601	6	6	NULL
GU259602	6	6	NULL
GU259606	4	6	NULL
GU259607	6	6	NULL
GU259608	7	10	NULL
GU259609	7	10	NULL
GU259610	4	10	NULL
GU259611	10	10	NULL
GU259612	1	10	NULL
GU259613	5	10	NULL
GU259614	3	10	NULL
GU259615	4	10	NULL
GU288621	7	9	NULL
GU288622	9	9	NULL
GU288623	9	9	NULL
GU288624	9	9	NULL
GU288625	9	9	NULL
GU288626	9	9	NULL
GU288627	4	-	NULL
GU288630	3	4	NULL
GU288631	8	4	NULL
GU288632	6	4	NULL
GU288634	4	4	NULL
GU288635	3	4	NULL
GU288636	5	6	NULL
GU288638	6	6	NULL
GU288639	11	6	NULL
GU288640	9	6	NULL
GU288641	6	6	NULL
GU288642	10	10	NULL
GU288643	2	10	NULL
GU288644	3	10	NULL
GU288646	2	10	NULL
GU288647	2	10	NULL
GU288649	10	10	NULL
GU288650	3	10	NULL
GU288651	2	11	NULL
GU288654	1	11	NULL
GU288655	11	11	NULL
GU288656	10	11	NULL
GU288657	5	11	NULL
GU288658	10	11	NULL
GU288659	2	11	NULL
GU296410	7	5	NULL
GU296411	5	5	NULL
GU296412	8	8	NULL
GU296413	9	8	NULL
GU296414	7	7	NULL
GU296415	7	7	NULL
GU296416	1	10	NULL
GU296417	10	10	NULL
GU296418	11	11	NULL
GU296419	11	11	NULL
GU296420	1	1	1
GU296421	1	1	1
GU296422	2	2	2
GU296423	2	2	2
GU296424	4	3	3
GU296425	3	3	3
GU296426	4	3	4
GU296427	3	3	4
GU296428	6	6	6
GU296429	6	6	6
GU296430	3	9	7
GU296431	9	9	7
GU320743	1	4	4
GU320744	3	4	4
GU320746	4	-	4
GU320747	9	4	4
GU320748	6	4	4
GU320749	2	4	4
GU320750	4	4	4
GU320751	4	3	4
GU320752	6	4	4
GU320754	2	4	4
GU320755	3	3	4
GU320756	7	4	4
GU320757	5	4	4
GU320758	4	4	4
GU320760	4	4	4
GU320762	3	4	4
GU320763	5	4	4
GU329525	7	7	NULL
GU329526	11	11	NULL
GU356599	1	4	4
GU356600	4	4	4
GU356601	2	4	4
GU356602	6	4	4
GU356603	9	4	4
GU356604	7	4	4
GU356605	9	4	4
GU356608	6	4	4
GU356609	3	4	4
GU356610	4	4	4
GU356613	9	4	4
GU356615	1	4	4
GU356619	4	4	4
GU356620	6	4	4
GU356621	3	4	4
GU356622	4	-	4
GU358414	9	9	NULL
GU358419	9	9	NULL
GU358420	10	9	NULL
GU358423	9	9	NULL
GU358424	8	9	NULL
GU358426	2	9	NULL
GU358427	2	9	NULL
GU358428	9	9	NULL
GU358429	2	9	NULL
GU358430	8	9	NULL
GU358431	9	9	NULL
GU358432	6	9	NULL
GU358433	9	9	NULL
GU358434	9	9	NULL
GU358435	9	9	NULL
GU358437	6	9	NULL
GU358440	9	9	NULL
GU358442	7	9	NULL
GU358443	9	9	NULL
GU358444	9	9	NULL
GU358445	9	9	NULL
GU358446	9	9	NULL
GU370054	1	1	NULL
GU370055	2	2	NULL
GU370056	3	3	NULL
GU370057	5	5	NULL
GU370058	8	8	NULL
GU370059	7	7	NULL
GU370060	11	11	NULL
GU373916	8	9	NULL
GU373917	11	9	NULL
GU373918	2	9	NULL
GU373919	9	9	NULL
GU373921	9	9	NULL
GU373922	9	9	NULL
GU373923	9	9	NULL
GU373924	2	9	NULL
GU373925	5	9	NULL
GU373930	9	9	NULL
GU373931	1	9	NULL
GU373932	9	9	NULL
GU373933	1	9	NULL
GU373935	8	9	NULL
GU373936	1	9	NULL
GU373938	9	9	NULL
GU373939	9	9	NULL
GU373940	5	-	NULL
GU373941	1	-	NULL
GU373942	3	-	NULL
GU373943	4	-	NULL
GU373945	2	-	NULL
GU373948	7	-	NULL
GU373949	2	-	NULL
GU373950	4	-	NULL
GU373951	7	10	NULL
GU373954	8	10	NULL
GU373956	3	10	NULL
GU373957	8	10	NULL
GU373959	10	10	NULL
GU377133	9	9	9
GU377134	9	9	9
GU377135	1	9	9
GU377137	9	9	9
GU377139	11	9	9
GU377140	9	9	9
GU377141	9	9	9
GU377143	10	9	9
GU377144	9	9	9
GU377149	9	9	9
GU377151	8	9	9
GU377152	5	9	9
GU377153	9	9	9
GU377154	1	9	9
GU377155	9	9	9
GU377156	8	9	9
GU377157	3	9	9
GU377158	1	9	9
GU377159	9	9	9
GU377160	4	9	9
GU377161	3	9	9
GU377162	2	9	9
GU377163	9	9	9
GU377165	9	9	9
GU377166	3	9	9
GU377167	1	9	9
GU377169	9	9	9
GU377170	4	9	9
GU377171	9	9	9
GU377173	3	9	9
GU377175	9	9	9
GU377195	8	9	NULL
GU377198	4	9	NULL
GU377199	2	9	NULL
GU377201	9	9	NULL
GU377202	1	9	NULL
GU377203	6	9	NULL
GU377204	8	9	NULL
GU377205	9	9	NULL
GU377206	9	9	NULL
GU377213	1	1	NULL
GU377214	2	2	NULL
GU377215	3	3	NULL
GU377216	4	4	NULL
GU377217	6	6	NULL
GU377218	9	9	NULL
GU377219	5	5	NULL
GU377220	8	8	NULL
GU377221	7	7	NULL
GU377222	10	10	NULL
GU377223	11	11	NULL
GU377224	1	1	NULL
GU377225	2	2	NULL
GU377226	3	3	NULL
GU377227	4	4	NULL
GU377228	6	6	NULL
GU377229	9	9	NULL
GU377230	5	5	NULL
GU377231	8	8	NULL
GU377232	7	7	NULL
GU377233	10	10	NULL
GU377234	11	11	NULL
GU384191	2	2	NULL
GU384192	1	1	NULL
GU384193	3	3	NULL
GU384194	6	6	NULL
GU384195	5	5	NULL
GU384196	8	8	NULL
GU384197	7	7	NULL
GU384198	11	11	NULL
GU390414	11	6	6
GU390415	1	6	6
GU390416	6	6	6
GU390417	3	6	6
GU390418	3	6	6
GU390419	10	6	6
GU390421	1	6	6
GU390422	2	6	6
GU390424	11	6	6
GU390425	6	6	6
GU390426	3	6	6
GU390427	4	6	6
GU390429	11	6	6
GU390431	8	6	6
GU390433	3	6	6
GU390434	6	6	6
GU390437	3	6	6
GU390439	4	6	6
GU390440	6	6	6
GU390441	10	6	6
GU390442	6	6	6
GU390443	11	6	6
GU390445	9	6	6
GU390446	1	6	6
GU390447	3	6	6
GU390448	11	6	6
GU390449	11	6	6
GU390450	3	6	6
GU390451	5	6	6
GU390452	6	6	6
GU390453	2	6	6
GU390454	6	6	6
GU390455	11	6	6
GU390456	6	6	6
GU390459	3	6	6
GU390460	6	6	6
GU390461	9	9	9
GU391301	1	1	NULL
GU391302	2	2	NULL
GU391303	3	3	NULL
GU391304	4	4	NULL
GU391305	6	6	NULL
GU391306	9	9	NULL
GU391307	5	5	NULL
GU391308	8	8	NULL
GU391309	7	7	NULL
GU391310	10	10	NULL
GU391311	11	11	NULL
GU392974	8	9	NULL
GU392975	3	4	NULL
GU392976	9	9	NULL
GU392977	4	4	NULL
GU392978	1	9	NULL
GU392979	1	4	NULL
GU392980	9	9	NULL
GU392981	4	4	NULL
GU392982	9	9	NULL
GU392983	5	4	NULL
GU392984	3	9	NULL
GU392985	10	4	NULL
GU392986	9	9	NULL
GU392987	5	4	NULL
GU392988	8	9	NULL
GU392989	6	4	NULL
GU392990	9	9	NULL
GU392991	6	4	NULL
GU392992	5	9	NULL
GU392994	2	9	NULL
GU392995	6	4	NULL
GU392996	8	9	NULL
GU392997	3	4	NULL
GU392998	9	9	NULL
GU392999	11	4	NULL
GU393000	9	9	NULL
GU393001	4	4	NULL
GU393002	9	9	NULL
GU393003	6	4	NULL
GU393004	8	9	NULL
GU393005	4	-	NULL
GU393006	9	9	NULL
GU393007	6	4	NULL
GU452670	3	4	NULL
GU452672	3	4	NULL
GU455382	3	3	NULL
GU455383	3	3	NULL
GU478998	8	8	NULL
GU479003	2	8	NULL
GU479004	8	8	NULL
GU479006	8	8	NULL
GU479007	1	8	NULL
GU479008	6	4	NULL
GU479013	3	4	NULL
GU479016	11	4	NULL
GU479018	4	4	NULL
GU479019	9	9	NULL
GU479021	2	9	NULL
GU479022	5	9	NULL
GU479023	9	9	NULL
GU479027	9	9	NULL
GU479028	9	9	NULL
GU550506	7	7	7
GU563713	3	-	NULL
GU563714	5	9	NULL
GU563715	4	-	NULL
GU563716	9	9	NULL
GU563717	6	-	NULL
GU563719	9	9	NULL
GU563720	11	9	NULL
GU565041	1	1	1
GU565042	2	2	2
GU565043	3	3	3
GU565044	4	4	4
GU565045	6	6	6
GU565046	9	9	9
GU565047	5	5	5
GU565048	8	8	7
GU565049	7	7	8
GU565050	10	10	10
GU565051	11	11	11
GU565052	1	1	1
GU565053	2	2	2
GU565054	3	3	3
GU565055	4	3	4
GU565056	6	6	6
GU565057	9	9	9
GU565058	5	5	5
GU565059	8	8	7
GU565060	7	7	8
GU565061	10	10	10
GU565062	11	11	11
GU565063	1	1	1
GU565064	2	2	2
GU565065	3	3	3
GU565066	4	3	4
GU565067	6	6	6
GU565068	9	9	9
GU565069	5	5	5
GU565070	8	8	7
GU565071	7	7	8
GU565072	10	10	10
GU565073	11	11	11
GU565074	1	1	1
GU565075	2	2	2
GU565076	3	3	3
GU565077	4	3	4
GU565078	6	6	6
GU565079	9	9	9
GU565080	5	5	5
GU565081	8	8	7
GU565082	7	7	8
GU565083	10	10	10
GU565084	11	11	11
GU565085	1	1	1
GU565086	2	2	2
GU565087	3	3	3
GU565088	4	4	4
GU565089	6	6	6
GU565090	9	9	9
GU565091	5	5	5
GU565092	8	8	7
GU565093	7	7	8
GU565094	10	10	10
GU565095	11	11	11
GU567778	4	9	9
GU584049	9	9	NULL
GU584051	1	9	NULL
GU584052	9	9	NULL
GU584054	4	-	NULL
GU584056	8	-	NULL
GU584057	4	-	NULL
GU584058	6	6	NULL
GU584059	3	6	NULL
GU584060	9	6	NULL
GU584061	6	6	NULL
GU584062	4	6	NULL
GU584063	10	10	NULL
GU584064	7	10	NULL
GU584065	5	10	NULL
GU592182	9	6	NULL
GU592510	10	9	9
GU592511	4	4	4
GU592513	9	9	9
GU592514	2	9	9
GU592515	6	6	6
GU592516	4	10	10
GU592517	5	5	NULL
GU592518	4	5	NULL
GU592519	5	5	NULL
GU598244	1	9	NULL
GU598245	9	9	NULL
GU598246	8	9	NULL
GU598247	9	9	NULL
GU598248	9	9	NULL
GU598249	3	-	NULL
GU598250	4	4	NULL
GU598251	3	-	NULL
GU598252	6	4	NULL
GU598253	4	-	NULL
GU726187	3	6	NULL
GU726188	2	6	NULL
GU726190	2	6	NULL
GU726191	5	6	NULL
GU726192	2	6	NULL
GU726194	1	6	NULL
GU726196	1	6	NULL
GU726197	8	6	NULL
GU726199	5	6	NULL
GU726200	2	6	NULL
GU726201	9	6	NULL
GU726204	1	6	NULL
GU726207	6	6	NULL
GU726210	10	6	NULL
GU726212	10	6	NULL
GU726213	11	6	NULL
GU726215	11	6	NULL
GU726216	2	6	NULL
GU726217	2	6	NULL
GU726218	2	6	NULL
GU726220	9	6	NULL
GU726221	8	6	NULL
GU726222	4	6	NULL
GU726223	7	6	NULL
GU726224	9	6	NULL
GU726226	3	6	NULL
GU726228	5	6	NULL
GU726229	1	6	NULL
GU726232	2	6	NULL
GU726233	11	6	NULL
GU726236	6	6	NULL
GU726238	6	6	NULL
GU726239	5	6	NULL
GU726240	11	6	NULL
GU726241	6	6	NULL
GU726242	4	6	NULL
GU726244	2	6	NULL
GU726248	5	6	NULL
GU726250	2	6	NULL
GU726251	2	6	NULL
GU726254	1	6	NULL
GU726255	11	6	NULL
GU726258	2	6	NULL
GU726260	6	6	NULL
GU726263	5	6	NULL
GU726264	6	6	NULL
GU726265	2	6	NULL
GU726266	3	6	NULL
GU726269	1	6	NULL
GU726271	4	6	NULL
GU726275	10	6	NULL
GU726277	8	6	NULL
GU726278	2	6	NULL
GU726279	2	6	NULL
GU726281	5	6	NULL
GU726282	5	6	NULL
GU726283	2	6	NULL
GU726284	11	6	NULL
GU726287	7	6	NULL
GU726288	11	6	NULL
GU726289	5	6	NULL
GU726290	6	6	NULL
GU726291	5	6	NULL
GU733443	1	1	1
GU733444	2	2	2
GU733445	3	3	3
GU733446	4	4	4
GU733447	5	5	5
GU733448	6	6	6
GU733449	7	7	7
GU733450	8	8	8
GU733451	9	9	9
GU733452	10	10	10
GU733453	11	11	11
GU808353	4	1	NULL
GU808355	7	1	NULL
GU808356	1	1	NULL
GU808570	5	5	NULL
GU815142	3	10	NULL
GU815143	10	10	NULL
GU815145	8	10	NULL
GU815146	5	10	NULL
GU815147	3	10	NULL
GU815148	2	10	NULL
GU815150	2	10	NULL
GU815153	1	10	NULL
GU815156	6	10	NULL
GU815158	1	10	NULL
GU815159	7	10	NULL
GU815160	3	10	NULL
GU815161	1	10	NULL
GU815162	10	10	NULL
GU815163	2	10	NULL
GU815164	11	10	NULL
GU815165	4	10	NULL
GU815166	3	10	NULL
GU815167	1	10	NULL
GU815168	3	10	NULL
GU815169	6	10	NULL
GU815170	3	10	NULL
GU815171	10	10	NULL
GU815172	2	10	NULL
GU815173	11	10	NULL
GU815174	3	10	NULL
GU815175	4	10	NULL
GU815176	1	10	NULL
GU815179	3	10	NULL
GU815181	7	10	NULL
GU815182	5	10	NULL
GU815183	5	10	NULL
GU815184	1	10	NULL
GU815185	7	10	NULL
GU815186	5	10	NULL
GU815187	5	10	NULL
GU815189	3	10	NULL
GU815190	11	10	NULL
GU815192	9	10	NULL
GU815193	2	10	NULL
GU815196	4	10	NULL
GU815197	10	10	NULL
GU815198	3	10	NULL
GU815202	3	10	NULL
GU815203	5	10	NULL
GU815204	3	10	NULL
GU815206	1	10	NULL
GU815207	4	10	NULL
GU815208	10	10	NULL
GU815209	1	10	NULL
GU815210	1	10	NULL
GU815212	3	10	NULL
GU815213	3	10	NULL
GU815214	1	10	NULL
GU815215	10	10	NULL
GU815216	4	10	NULL
GU815218	4	10	NULL
GU815220	3	10	NULL
GU815221	3	10	NULL
GU815222	2	10	NULL
GU815223	3	10	NULL
GU815225	2	10	NULL
GU815226	10	10	NULL
GU815227	1	10	NULL
GU815228	2	10	NULL
GU815229	9	10	NULL
GU815230	10	10	NULL
GU815231	1	10	NULL
GU815232	7	10	NULL
GU815233	7	10	NULL
GU815234	3	10	NULL
GU815236	10	10	NULL
GU827406	1	1	1
GU827407	2	2	2
GU827408	3	3	3
GU827409	4	3	4
GU827410	6	6	6
GU827411	9	9	9
GU827412	5	5	5
GU827413	8	8	7
GU827414	7	7	8
GU827415	10	10	10
GU827416	11	11	11
GU831596	7	7	NULL
GU901411	4	6	6
GU929444	5	10	NULL
GU937089	11	9	NULL
GU937090	4	-	NULL
GU937091	9	9	NULL
GU937876	11	11	NULL
GU937877	1	1	NULL
GU937878	2	2	NULL
GU937879	3	3	NULL
GU937880	4	4	NULL
GU937881	6	6	NULL
GU937882	9	9	NULL
GU937883	5	-	NULL
GU937884	8	8	NULL
GU937885	7	7	NULL
GU937886	10	10	NULL
GU937887	11	11	NULL
GU937888	4	4	NULL
GU937889	9	9	NULL
GU937890	4	4	NULL
GU937891	9	9	NULL
GU947705	6	6	NULL
GU947706	4	11	NULL
GU947708	5	6	NULL
GU947709	11	11	NULL
GU947710	10	10	NULL
GU979198	8	9	NULL
GU979199	7	4	NULL
GU979200	9	9	NULL
GU979202	8	9	NULL
GU979203	8	4	NULL
GU979204	9	9	NULL
GU979205	4	4	NULL
GU979206	9	9	NULL
GU979207	6	4	NULL
GU980591	4	4	NULL
GU983672	1	1	1
GU983673	2	2	2
GU983674	2	4	4
GU983675	6	6	6
GU983676	9	9	9
GU983677	8	8	8
GU983678	7	7	7
GU983679	10	10	10
GU983680	11	11	11
GU984754	4	3	NULL
GU984755	3	3	NULL
GU984756	4	3	NULL
GU984758	7	6	NULL
GU984759	6	6	NULL
GU984760	9	9	NULL
GU984761	9	9	NULL
GU984762	8	9	NULL
GU984763	10	10	NULL
GU984764	8	10	NULL
GU984765	10	10	NULL
GU985237	11	9	NULL
GU985238	8	9	NULL
GU985239	1	9	NULL
GU985240	9	9	NULL
GU985242	2	9	NULL
GU985243	9	9	NULL
GU985245	3	9	NULL
GU985246	1	9	NULL
GU985247	10	9	NULL
GU985248	10	9	NULL
GU985249	4	9	NULL
GU985250	8	9	NULL
GU985251	11	9	NULL
GU985253	9	9	NULL
GU985254	3	9	NULL
GU985255	1	9	NULL
GU985256	3	9	NULL
GU985257	4	9	NULL
GU985258	4	9	NULL
GU985261	2	9	NULL
GU985262	9	9	NULL
GU985263	9	9	NULL
GU997028	8	8	NULL
GU997032	9	1	NULL
GU997033	2	2	NULL
GU997036	6	6	NULL
GU997037	5	-	NULL
GU997038	1	8	NULL
GU997040	10	10	NULL
GU997041	10	11	NULL
GU997042	1	1	NULL
GU997043	2	2	NULL
GU997044	3	3	NULL
GU997045	4	4	NULL
GU997046	11	6	NULL
GU997047	11	-	NULL
GU997048	8	8	NULL
GU997049	7	7	NULL
GU997050	7	10	NULL
GU997051	11	11	NULL
GU997052	1	1	NULL
GU997056	3	6	NULL
GU997058	7	8	NULL
GU997059	7	7	NULL
GU997062	1	1	NULL
GU997063	2	2	NULL
GU997064	1	3	NULL
GU997065	4	4	NULL
GU997066	6	6	NULL
GU997067	5	-	NULL
GU997068	4	8	NULL
GU997069	7	7	NULL
GU997070	10	10	NULL
GU997071	11	11	NULL
GU997072	1	1	NULL
GU997074	3	3	NULL
GU997075	3	4	NULL
GU997076	6	6	NULL
GU997077	8	8	NULL
GU997079	8	8	NULL
GU997081	8	8	NULL
GU997082	11	11	NULL
HB384562	2	-	NULL
HB384564	8	-	NULL
HB384566	3	6	NULL
HB384567	11	6	NULL
HC187338	4	4	NULL
HC187339	11	6	NULL
HC187340	6	6	NULL
HC187341	9	9	NULL
HC187342	3	4	NULL
HC494674	4	4	NULL
HC494675	11	6	NULL
HC494676	6	6	NULL
HC494677	9	9	NULL
HC494678	3	4	NULL
HC494679	8	9	NULL
HE646639	1	9	9
HE646641	9	9	9
HE646642	2	9	9
HE646643	11	9	9
HE646646	9	9	9
HE646647	1	9	9
HE646649	2	9	9
HE646650	9	9	9
HE646651	3	9	9
HE646652	1	9	9
HE646653	9	9	9
HE646654	3	9	9
HE646655	1	9	9
HE646656	2	9	9
HE646657	8	9	9
HE646659	10	4	4
HE646660	4	4	4
HE646661	4	4	4
HE646662	3	4	4
HE646663	11	-	4
HE646666	4	4	4
HE646667	3	4	4
HE646669	11	-	4
HE646670	4	4	4
HE646671	3	-	4
HE646672	4	4	4
HE646673	1	4	4
HE646674	7	4	4
HE646675	3	4	4
HE646676	6	4	4
HF952906	9	9	9
HF952907	9	9	9
HF952910	9	9	9
HF952911	9	9	9
HF952912	9	9	9
HF952914	8	9	9
HF952915	3	9	9
HF952917	9	9	9
HG513045	1	1	1
HG513046	2	2	2
HG513047	3	3	3
HG513048	4	4	4
HG513049	5	-	5
HG513050	6	6	6
HG513051	7	7	7
HG513052	8	8	8
HG513053	9	9	9
HG513054	10	10	10
HG513055	11	11	11
HG513056	3	9	9
HG513057	9	9	9
HG513058	9	9	9
HG513060	4	-	4
HG513061	6	-	4
HG513062	11	-	4
HG513063	3	-	4
HG513064	1	-	4
HG513065	3	-	4
HG513068	1	-	4
HG513069	5	-	4
HG513071	10	-	4
HG917354	9	9	NULL
HG917355	4	4	NULL
HG917356	6	6	NULL
HG917357	10	10	NULL
HG917358	9	9	NULL
HG917360	6	6	NULL
HG917364	9	9	NULL
HG917365	4	4	NULL
HG917366	2	6	NULL
HG917367	10	10	NULL
HG917368	9	9	NULL
HG917369	3	4	NULL
HG917370	11	6	NULL
HG917371	1	10	NULL
HI553252	5	5	NULL
HI553379	1	1	NULL
HI553381	2	2	NULL
HI658784	6	6	NULL
HI658785	8	-	NULL
HM007163	4	4	NULL
HM007164	4	4	NULL
HM007165	4	4	NULL
HM007167	9	4	NULL
HM007168	4	4	NULL
HM007169	5	4	NULL
HM007172	11	4	NULL
HM007173	2	4	NULL
HM007174	6	4	NULL
HM007175	3	4	NULL
HM007176	4	4	NULL
HM007177	8	4	NULL
HM007180	2	4	NULL
HM007181	1	4	NULL
HM007184	4	4	NULL
HM007185	5	4	NULL
HM007186	6	4	NULL
HM007187	7	4	NULL
HM007188	11	4	NULL
HM007189	3	4	NULL
HM015930	6	6	NULL
HM015932	10	10	NULL
HM015934	11	11	NULL
HM035512	8	9	NULL
HM035513	9	9	NULL
HM035514	8	9	NULL
HM035515	7	9	NULL
HM035516	9	9	NULL
HM035517	9	9	NULL
HM035518	4	9	NULL
HM035519	3	4	NULL
HM035520	4	-	NULL
HM035521	3	-	NULL
HM035522	3	4	NULL
HM035523	4	-	NULL
HM035524	8	4	NULL
HM035526	11	6	NULL
HM035527	3	6	NULL
HM035528	4	6	NULL
HM035529	2	6	NULL
HM035530	6	6	NULL
HM035532	11	6	NULL
HM035533	10	10	NULL
HM035534	1	10	NULL
HM035535	1	10	NULL
HM035536	10	10	NULL
HM035537	7	10	NULL
HM035539	2	10	NULL
HM060260	6	6	6
HM060261	6	6	NULL
HM066010	3	4	NULL
HM066020	4	-	NULL
HM066021	4	-	NULL
HM066023	7	-	NULL
HM066024	4	-	NULL
HM066030	9	-	NULL
HM066033	4	-	NULL
HM066034	3	-	NULL
HM066037	5	-	NULL
HM066040	1	-	NULL
HM066042	7	-	NULL
HM066047	4	-	NULL
HM066050	1	-	NULL
HM066054	3	-	NULL
HM066055	3	-	NULL
HM066056	4	-	NULL
HM066059	4	-	NULL
HM066060	6	4	NULL
HM066062	6	-	NULL
HM066063	4	-	NULL
HM066064	4	-	NULL
HM066065	3	-	NULL
HM066067	9	9	NULL
HM066069	9	9	NULL
HM066071	8	9	NULL
HM066072	9	9	NULL
HM066073	5	9	NULL
HM066074	4	9	NULL
HM066075	8	9	NULL
HM066076	1	9	NULL
HM066078	4	9	NULL
HM066079	3	9	NULL
HM066080	4	9	NULL
HM066081	9	9	NULL
HM066082	9	9	NULL
HM066083	9	9	NULL
HM066084	1	9	NULL
HM066085	8	9	NULL
HM066090	9	9	NULL
HM066091	9	9	NULL
HM066093	6	9	NULL
HM066094	9	9	NULL
HM066096	3	9	NULL
HM066097	4	9	NULL
HM066098	9	9	NULL
HM066100	2	9	NULL
HM066101	1	9	NULL
HM066102	1	9	NULL
HM066103	4	9	NULL
HM066104	9	9	NULL
HM066105	9	9	NULL
HM066107	11	9	NULL
HM066108	1	9	NULL
HM066111	4	9	NULL
HM066112	6	9	NULL
HM066114	9	9	NULL
HM066116	9	9	NULL
HM066119	9	9	NULL
HM066122	4	9	NULL
HM066125	9	9	NULL
HM066126	6	6	NULL
HM066130	5	6	NULL
HM066132	9	6	NULL
HM066133	6	6	NULL
HM066134	5	6	NULL
HM066135	9	6	NULL
HM066139	6	6	NULL
HM066140	1	6	NULL
HM066141	6	6	NULL
HM066142	5	6	NULL
HM066144	6	6	NULL
HM066146	5	6	NULL
HM066149	6	6	NULL
HM066150	6	6	NULL
HM066152	3	6	NULL
HM066153	6	6	NULL
HM066154	5	6	NULL
HM066157	6	6	NULL
HM066158	6	6	NULL
HM066159	6	6	NULL
HM066163	2	10	NULL
HM066164	10	10	NULL
HM066167	4	10	NULL
HM066168	1	10	NULL
HM066172	5	10	NULL
HM066173	3	10	NULL
HM066174	5	10	NULL
HM066175	6	10	NULL
HM066176	4	10	NULL
HM066182	6	10	NULL
HM066184	8	10	NULL
HM066185	1	10	NULL
HM066186	5	10	NULL
HM066188	10	10	NULL
HM066189	3	10	NULL
HM066190	10	10	NULL
HM066192	4	10	NULL
HM066193	6	10	NULL
HM066194	1	10	NULL
HM066196	3	10	NULL
HM066199	10	10	NULL
HM067598	6	9	NULL
HM067599	9	9	NULL
HM067600	8	9	NULL
HM067601	9	9	NULL
HM067602	10	9	NULL
HM101137	4	-	NULL
HM113520	5	-	NULL
HM113521	8	8	NULL
HM113522	7	7	NULL
HM113523	10	10	NULL
HM113524	11	11	NULL
HM113525	1	1	NULL
HM113526	2	2	NULL
HM113527	3	3	NULL
HM113528	4	6	NULL
HM123818	5	6	NULL
HM123819	6	6	NULL
HM123820	6	6	NULL
HM123824	2	6	NULL
HM123826	1	6	NULL
HM123827	9	6	NULL
HM123828	6	6	NULL
HM123834	4	6	NULL
HM123835	6	6	NULL
HM123836	6	6	NULL
HM123839	6	6	NULL
HM123841	5	6	NULL
HM123844	9	9	NULL
HM123845	1	10	NULL
HM123846	10	10	NULL
HM123847	9	10	NULL
HM123850	5	10	NULL
HM123852	9	10	NULL
HM123856	1	10	NULL
HM123857	10	10	NULL
